    pL,                   dL,                      pR,              dR,                     du,                     PI,                DIL,          DIR
      0.300000        0.300000        0.700000        0.700000       -6.700000        7.110420        1.446481        2.057821
      0.300000        0.300000        0.700000        0.700000       -6.600000        6.927065        1.439054        2.043849
      0.300000        0.300000        0.700000        0.700000       -6.500000        6.746407        1.431424        2.029558
      0.300000        0.300000        0.700000        0.700000       -6.400000        6.568444        1.423586        2.014941
      0.300000        0.300000        0.700000        0.700000       -6.300000        6.393174        1.415534        1.999992
      0.300000        0.300000        0.700000        0.700000       -6.200000        6.220595        1.407261        1.984705
      0.300000        0.300000        0.700000        0.700000       -6.100000        6.050705        1.398762        1.969074
      0.300000        0.300000        0.700000        0.700000       -6.000000        5.883500        1.390031        1.953092
      0.300000        0.300000        0.700000        0.700000       -5.900000        5.718978        1.381060        1.936754
      0.300000        0.300000        0.700000        0.700000       -5.800000        5.557136        1.371844        1.920055
      0.300000        0.300000        0.700000        0.700000       -5.700000        5.397971        1.362377        1.902989
      0.300000        0.300000        0.700000        0.700000       -5.600000        5.241481        1.352651        1.885551
      0.300000        0.300000        0.700000        0.700000       -5.500000        5.087660        1.342660        1.867736
      0.300000        0.300000        0.700000        0.700000       -5.400000        4.936507        1.332399        1.849540
      0.300000        0.300000        0.700000        0.700000       -5.300000        4.788017        1.321859        1.830958
      0.300000        0.300000        0.700000        0.700000       -5.200000        4.642185        1.311035        1.811988
      0.300000        0.300000        0.700000        0.700000       -5.100000        4.499009        1.299921        1.792625
      0.300000        0.300000        0.700000        0.700000       -5.000000        4.358482        1.288510        1.772867
